qid,uid,label
726c3abc84a99da48e27c2d8f19c2bc8,e85d05b6796c351e6a83cfc85309b023,0.0498570551844
1a8d5bc46faba6483009db74a66a888c,e85d05b6796c351e6a83cfc85309b023,-0.149741708682
ed03e4a9cb151728d53bd7c7c2fea426,e85d05b6796c351e6a83cfc85309b023,-0.0428259234467
cbfa3c1ec7131db3f26efde601649f42,e85d05b6796c351e6a83cfc85309b023,0.0954091632356
94c3c9c4bd494941a83c84c3e14537dd,e85d05b6796c351e6a83cfc85309b023,-0.0916947753421
e3458104a1ed0a19c62c30ca6e29fe6c,e85d05b6796c351e6a83cfc85309b023,-0.0992368877376
726c3abc84a99da48e27c2d8f19c2bc8,cdec92bbff7d75b5622f86503e44b083,0.190068305089
c31ef2faf3a00962aa0ff18d2a5be459,cdec92bbff7d75b5622f86503e44b083,-0.0235391107259
d2a090306145ff5833081dc14e5ad8ad,cdec92bbff7d75b5622f86503e44b083,-0.0513634027819
726c3abc84a99da48e27c2d8f19c2bc8,4bd4b97af5b5a50f70488f8b1db74a30,-0.146118037866
1a8d5bc46faba6483009db74a66a888c,4bd4b97af5b5a50f70488f8b1db74a30,0.10467800546
628a5ec3070e6ba56c6aa66a3a741686,4bd4b97af5b5a50f70488f8b1db74a30,-0.00576773636325
04bfc22140bd5c754cda659859109cba,4bd4b97af5b5a50f70488f8b1db74a30,-0.107370480852
ab6eaa26212195704c35baaa9111bb40,4bd4b97af5b5a50f70488f8b1db74a30,0.0735818934533
726c3abc84a99da48e27c2d8f19c2bc8,6ca74990c52eebf69c21ac572487468b,0.751712958033
b9cab500698f6484bd7cba9fb6581d7e,6ca74990c52eebf69c21ac572487468b,0.803026055508
6d6a81de6ec06a2a61a1a7494c338426,6ca74990c52eebf69c21ac572487468b,0.876551089014
4c6dbb8183c11c318c21d0a1e8712b38,6ca74990c52eebf69c21ac572487468b,0.836521064897
a8eeef1263b4a9ddcc28ce9117888d05,6ca74990c52eebf69c21ac572487468b,0.752938540436
e5ea37ca867769600964ed1adfaab4c8,6ca74990c52eebf69c21ac572487468b,0.593945216756
b7a8e11c4e06ec9a44ea72001a4074b2,6ca74990c52eebf69c21ac572487468b,0.824807924234
1552bfa00d9e15936eb1bf193c74d7b2,6ca74990c52eebf69c21ac572487468b,1.05036512108
726c3abc84a99da48e27c2d8f19c2bc8,2b1a50d0f088d3b0714a56b71c90907f,0.176109590378
c5bfb74c0c0eacd0d55af6ed1d146a9d,2b1a50d0f088d3b0714a56b71c90907f,0.0845737859077
86cfe84c39d412cf9c20d8ed21ff9ede,2b1a50d0f088d3b0714a56b71c90907f,0.0279247217236
4642f902fae6e6e45d5972acb143765e,2b1a50d0f088d3b0714a56b71c90907f,0.153729987416
09f24f04fb64528ab25a716be54638f1,2b1a50d0f088d3b0714a56b71c90907f,0.16374793056
726c3abc84a99da48e27c2d8f19c2bc8,13ec2d0d12eaf332bf1679f4f1e363db,0.0430282653556
e1a1009e93ea09bdd981029b592d89b8,13ec2d0d12eaf332bf1679f4f1e363db,-0.0133445318794
46a4ba347eb21aca494f44eb7fcfae77,13ec2d0d12eaf332bf1679f4f1e363db,-0.0564559045509
7855128f3e7f132eaf210eb2f4582e3d,13ec2d0d12eaf332bf1679f4f1e363db,0.00465975715453
fee9d1941dd22a5952a9d16901f884fb,13ec2d0d12eaf332bf1679f4f1e363db,-0.0869179249184
726c3abc84a99da48e27c2d8f19c2bc8,f38bcd15e7c70dab2888dfe225b240a5,0.0929698194981
ed03e4a9cb151728d53bd7c7c2fea426,f38bcd15e7c70dab2888dfe225b240a5,0.0479903682767
04bfc22140bd5c754cda659859109cba,f38bcd15e7c70dab2888dfe225b240a5,0.0260348433428
726c3abc84a99da48e27c2d8f19c2bc8,9dc3193612a05175b7d2e323fca9577b,-0.00597499801081
2d4e7b76834b34dca319ce20c89b1b06,9dc3193612a05175b7d2e323fca9577b,0.097079980554
726c3abc84a99da48e27c2d8f19c2bc8,c6bf8a5cbc69bbdc07be995f6f7a4be1,0.0356390190612
4642f902fae6e6e45d5972acb143765e,c6bf8a5cbc69bbdc07be995f6f7a4be1,0.114227895309
38e4820d83be9e316a696cc8cfe61bac,c6bf8a5cbc69bbdc07be995f6f7a4be1,0.189810989146
491fa6b59e4e92c547c4fa4bf5aba8fd,c6bf8a5cbc69bbdc07be995f6f7a4be1,0.0537495615759
52f52dc9cf7839d5119cdd9e39241575,c6bf8a5cbc69bbdc07be995f6f7a4be1,0.256798196816
f0c3f905fab3742f7d2b88f92233da10,c6bf8a5cbc69bbdc07be995f6f7a4be1,-0.0228644417134
726c3abc84a99da48e27c2d8f19c2bc8,20537926709f272f7753791165e4da3e,-0.0703687480838
8461d3ebdd5196b38cde279867b85c8c,20537926709f272f7753791165e4da3e,0.103289908515
92f84da65235816db8aad5a89a6169e3,20537926709f272f7753791165e4da3e,0.0259709045515
726c3abc84a99da48e27c2d8f19c2bc8,d549096e19f3af2b97f3f75dc8dbe0ee,0.0794837872715
e1a1009e93ea09bdd981029b592d89b8,d549096e19f3af2b97f3f75dc8dbe0ee,-0.0103449010938
86cfe84c39d412cf9c20d8ed21ff9ede,d549096e19f3af2b97f3f75dc8dbe0ee,0.139232308791
398d0c735c9251ba444d01fee9b094e2,d549096e19f3af2b97f3f75dc8dbe0ee,0.128929065223
e3458104a1ed0a19c62c30ca6e29fe6c,d549096e19f3af2b97f3f75dc8dbe0ee,0.246739758505
d2a090306145ff5833081dc14e5ad8ad,d549096e19f3af2b97f3f75dc8dbe0ee,0.138196318635
726c3abc84a99da48e27c2d8f19c2bc8,cdb6a5b28e2805d3e93dea9bf841d67b,0.183188306722
31ffda68eb2e6fc79ba94df7ad306039,cdb6a5b28e2805d3e93dea9bf841d67b,0.0150731590511
7855128f3e7f132eaf210eb2f4582e3d,cdb6a5b28e2805d3e93dea9bf841d67b,0.0431950316468
d74cab02ffc831b20818c18ba28c5eb4,cdb6a5b28e2805d3e93dea9bf841d67b,0.109575006237
86d89deb1f2df8be8ead80017a5b99e5,cdb6a5b28e2805d3e93dea9bf841d67b,-0.0437355500697
726c3abc84a99da48e27c2d8f19c2bc8,4a4d01604bcfb8526a417f6fee148368,0.0396396470832
9e49a138e19c875e81d11682625815e9,4a4d01604bcfb8526a417f6fee148368,-0.0779203573442
05f29d65e21614c4e55511a61a3eb75e,4a4d01604bcfb8526a417f6fee148368,-0.224007362484
17b50a29080796724af0426932c83665,4a4d01604bcfb8526a417f6fee148368,0.0270292425766
726c3abc84a99da48e27c2d8f19c2bc8,5da36cb198ad59c5a7f90764b0c3190c,0.146311222113
c31ef2faf3a00962aa0ff18d2a5be459,5da36cb198ad59c5a7f90764b0c3190c,-0.0496146526895
94c3c9c4bd494941a83c84c3e14537dd,5da36cb198ad59c5a7f90764b0c3190c,-0.163053102579
09f24f04fb64528ab25a716be54638f1,5da36cb198ad59c5a7f90764b0c3190c,-0.00302330965805
726c3abc84a99da48e27c2d8f19c2bc8,d24ecc7e0a3c451737b70e9439fa0de3,-0.0716463549488
d2d239b61d325b015fbee8121368f4d1,d24ecc7e0a3c451737b70e9439fa0de3,-0.238250837176
92f84da65235816db8aad5a89a6169e3,d24ecc7e0a3c451737b70e9439fa0de3,-0.0628723191335
3737dc50f0f4b1a3df77b96cbf9ce928,e13419f565027f9c64bdab889acd1cbe,0.0489772924167
9a9867d0ecdf6a3df385265db336242e,e13419f565027f9c64bdab889acd1cbe,0.174285436239
b18a7de784c075cdf7d8491552751506,e13419f565027f9c64bdab889acd1cbe,-0.0708393669911
3737dc50f0f4b1a3df77b96cbf9ce928,478d2d2a11f17b932dfa975230d9fcb9,0.0557678176501
094f0a7f1f5007906c07d07c1525adba,478d2d2a11f17b932dfa975230d9fcb9,0.17895279045
3737dc50f0f4b1a3df77b96cbf9ce928,d4366e4dc82828cac4cc26e0f62182f3,-0.0636857628244
46a4ba347eb21aca494f44eb7fcfae77,d4366e4dc82828cac4cc26e0f62182f3,0.103356752571
f1092a4725d8cb9858c4f7fa740f773b,d4366e4dc82828cac4cc26e0f62182f3,-0.14526983975
3737dc50f0f4b1a3df77b96cbf9ce928,5f27c0984e9bbf3175ea43f4b8e474d3,0.0186782119536
46a4ba347eb21aca494f44eb7fcfae77,5f27c0984e9bbf3175ea43f4b8e474d3,0.00598991853159
b5023eed137b4b6fbae3e1a61f83da85,5f27c0984e9bbf3175ea43f4b8e474d3,0.029176242243
171b60609f008685272a9bf1ac246985,5f27c0984e9bbf3175ea43f4b8e474d3,-0.00836873399084
3737dc50f0f4b1a3df77b96cbf9ce928,41a801b35b29afd19f2a1ad72e098778,0.0592859571639
094f0a7f1f5007906c07d07c1525adba,41a801b35b29afd19f2a1ad72e098778,0.124752807385
0ab6c241da4ccb05375ca406d3910009,41a801b35b29afd19f2a1ad72e098778,0.0885900873511
3737dc50f0f4b1a3df77b96cbf9ce928,a59cafa0f019a1529d5ae02ca504e7b6,0.00904718255589
0a2eea38910e492a00b39e4d90060dbc,a59cafa0f019a1529d5ae02ca504e7b6,0.0396308741342
f1092a4725d8cb9858c4f7fa740f773b,a59cafa0f019a1529d5ae02ca504e7b6,0.182759662243
fc6a175f70f4e041d6219d158f4e32c6,a59cafa0f019a1529d5ae02ca504e7b6,0.064021215819
3737dc50f0f4b1a3df77b96cbf9ce928,6e7ee51cc5d1dc7be723a6a93e033e42,-0.0382482280256
e1a1009e93ea09bdd981029b592d89b8,6e7ee51cc5d1dc7be723a6a93e033e42,-0.015303194847
70049512850f899cff4227b8c6b2279b,6e7ee51cc5d1dc7be723a6a93e033e42,0.116133611166
46a4ba347eb21aca494f44eb7fcfae77,6e7ee51cc5d1dc7be723a6a93e033e42,0.175844019124
98f059109008cc34237d2bc108e7a6fa,6e7ee51cc5d1dc7be723a6a93e033e42,-0.0326092304547
1fda36583ea554b51374b9e6e38ea37c,6e7ee51cc5d1dc7be723a6a93e033e42,0.0424967197689
3737dc50f0f4b1a3df77b96cbf9ce928,73d9576456e636899d8f3ac91ac1eac5,0.114134259224
